Rank,Company Name,Slug,Ticker Symbol,Stock Exchange,Market Cap (INR ₹),Country,Country Code (ISO-2),Headquarters,Industry,Sub-Industry,Official Website URL,Official Careers Portal URL
513,Procter & Gamble Sub-513,procter-and-gamble-sub-513,PG-513,NYSE,"₹35,00,000 Crore",United States,US,"Cincinnati, OH",Enterprise,Global Multinationals,https://www.procter-and-gamble.com,https://www.procter-and-gamble.com/careers
514,Costco Sub-514,costco-sub-514,COST-514,NASDAQ,"₹33,00,000 Crore",United States,US,"Issaquah, WA",Enterprise,Global Multinationals,https://www.costco.com,https://www.costco.com/careers
515,Johnson & Johnson Sub-515,johnson-and-johnson-sub-515,JNJ-515,NYSE,"₹32,00,000 Crore",United States,US,"New Brunswick, NJ",Enterprise,Global Multinationals,https://www.johnson-and-johnson.com,https://www.johnson-and-johnson.com/careers
516,Home Depot Sub-516,home-depot-sub-516,HD-516,NYSE,"₹31,00,000 Crore",United States,US,"Atlanta, GA",Enterprise,Global Multinationals,https://www.home-depot.com,https://www.home-depot.com/careers
517,Oracle Corporation Sub-517,oracle-corporation-sub-517,ORCL-517,NYSE,"₹34,00,000 Crore",United States,US,"Austin, TX",Enterprise,Global Multinationals,https://www.oracle-corporation.com,https://www.oracle-corporation.com/careers
518,OpenAI Sub-518,openai-sub-518,OPENAI-518,Private Unicorn,"₹12,00,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.openai.com,https://www.openai.com/careers
519,SpaceX Sub-519,spacex-sub-519,SPACEX-519,Private Unicorn,"₹17,00,000 Crore",United States,US,"Hawthorne, CA",Enterprise,Global Multinationals,https://www.spacex.com,https://www.spacex.com/careers
520,Stripe Sub-520,stripe-sub-520,STRIPE-520,Private Unicorn,"₹5,50,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.stripe.com,https://www.stripe.com/careers
521,Databricks Sub-521,databricks-sub-521,DATABRICKS-521,Private Unicorn,"₹3,60,00,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.databricks.com,https://www.databricks.com/careers
522,Anthropic Sub-522,anthropic-sub-522,ANTHROPIC-522,Private Unicorn,"₹1,80,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.anthropic.com,https://www.anthropic.com/careers
523,Reliance Industries Sub-523,reliance-industries-sub-523,RELIANCE.NS-523,NSE / BSE,"₹20,50,000 Crore",India,IN,"Mumbai, India",Media & Technology,5G Cloud & Energy,https://www.reliance-industries.com,https://www.reliance-industries.com/careers
524,Tata Consultancy Services Sub-524,tata-consultancy-services-sub-524,TCS.NS-524,NSE / BSE,"₹14,20,000 Crore",India,IN,"Mumbai, India",Information Technology,IT Services & Consulting,https://www.tata-consultancy-services.com,https://www.tata-consultancy-services.com/careers
525,HDFC Bank Sub-525,hdfc-bank-sub-525,HDFCBANK.NS-525,NSE / BSE / NYSE,"₹12,80,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Commercial Banking,https://www.hdfc-bank.com,https://www.hdfc-bank.com/careers
526,Bharti Airtel Sub-526,bharti-airtel-sub-526,BHARTIARTL.NS-526,NSE / BSE,"₹9,80,000 Crore",India,IN,"New Delhi, India",Media & Technology,5G Telecommunications,https://www.bharti-airtel.com,https://www.bharti-airtel.com/careers
527,ICICI Bank Sub-527,icici-bank-sub-527,ICICIBANK.NS-527,NSE / BSE / NYSE,"₹8,40,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Private Banking,https://www.icici-bank.com,https://www.icici-bank.com/careers
528,State Bank of India Sub-528,state-bank-of-india-sub-528,SBIN.NS-528,NSE / BSE,"₹7,60,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Public Banking & YONO,https://www.state-bank-of-india.com,https://www.state-bank-of-india.com/careers
529,Infosys Sub-529,infosys-sub-529,INFY.NS-529,NSE / BSE / NYSE,"₹7,20,000 Crore",India,IN,"Bengaluru, India",Information Technology,Software & Cloud,https://www.infosys.com,https://www.infosys.com/careers
530,LIC of India Sub-530,lic-of-india-sub-530,LICI.NS-530,NSE / BSE,"₹5,60,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Life Insurance,https://www.lic-of-india.com,https://www.lic-of-india.com/careers
531,Larsen & Toubro Sub-531,larsen-and-toubro-sub-531,LT.NS-531,NSE / BSE,"₹4,80,000 Crore",India,IN,"Mumbai, India",Engineering,EPC Infrastructure,https://www.larsen-and-toubro.com,https://www.larsen-and-toubro.com/careers
532,Hindustan Unilever Sub-532,hindustan-unilever-sub-532,HINDUNILVR.NS-532,NSE / BSE,"₹5,90,000 Crore",India,IN,"Mumbai, India",FMCG,Consumer Goods,https://www.hindustan-unilever.com,https://www.hindustan-unilever.com/careers
533,ITC Limited Sub-533,itc-limited-sub-533,ITC.NS-533,NSE / BSE,"₹5,80,000 Crore",India,IN,"Kolkata, India",FMCG & Conglomerate,Consumer Products & Hotels,https://www.itc-limited.com,https://www.itc-limited.com/careers
534,Sun Pharmaceutical Sub-534,sun-pharmaceutical-sub-534,SUNPHARMA.NS-534,NSE / BSE,"₹4,10,000 Crore",India,IN,"Mumbai, India",Healthcare & Pharma,Pharma Research,https://www.sun-pharmaceutical.com,https://www.sun-pharmaceutical.com/careers
535,Adani Enterprises Sub-535,adani-enterprises-sub-535,ADANIENT.NS-535,NSE / BSE,"₹3,70,000 Crore",India,IN,"Ahmedabad, India",Conglomerate,Infrastructure & Energy,https://www.adani-enterprises.com,https://www.adani-enterprises.com/careers
536,Maruti Suzuki India Sub-536,maruti-suzuki-india-sub-536,MARUTI.NS-536,NSE / BSE,"₹3,80,000 Crore",India,IN,"New Delhi, India",Automotive,Passenger Vehicles,https://www.maruti-suzuki-india.com,https://www.maruti-suzuki-india.com/careers
537,Adani Ports & SEZ Sub-537,adani-ports-and-sez-sub-537,ADANIPORTS.NS-537,NSE / BSE,"₹3,20,000 Crore",India,IN,"Ahmedabad, India",Transportation,Port Infrastructure,https://www.adani-ports-and-sez.com,https://www.adani-ports-and-sez.com/careers
538,Kotak Mahindra Bank Sub-538,kotak-mahindra-bank-sub-538,KOTAKBANK.NS-538,NSE / BSE,"₹3,50,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Commercial Banking,https://www.kotak-mahindra-bank.com,https://www.kotak-mahindra-bank.com/careers
539,Axis Bank Sub-539,axis-bank-sub-539,AXISBANK.BO-539,NSE / BSE,"₹3,60,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Commercial Banking,https://www.axis-bank.com,https://www.axis-bank.com/careers
540,Mahindra & Mahindra Sub-540,mahindra-and-mahindra-sub-540,M&M.NS-540,NSE / BSE,"₹3,40,000 Crore",India,IN,"Mumbai, India",Automotive,SUVs & Tractors,https://www.mahindra-and-mahindra.com,https://www.mahindra-and-mahindra.com/careers
541,UltraTech Cement Sub-541,ultratech-cement-sub-541,ULTRACEMCO.NS-541,NSE / BSE,"₹3,10,000 Crore",India,IN,"Mumbai, India",Building Materials,Cement Manufacturing,https://www.ultratech-cement.com,https://www.ultratech-cement.com/careers
542,HCL Technologies Sub-542,hcl-technologies-sub-542,HCLTECH.NS-542,NSE / BSE,"₹4,20,000 Crore",India,IN,"Noida, India",Information Technology,IT Services,https://www.hcl-technologies.com,https://www.hcl-technologies.com/careers
543,NTPC Limited Sub-543,ntpc-limited-sub-543,NTPC.NS-543,NSE / BSE,"₹3,90,000 Crore",India,IN,"New Delhi, India",Utilities,Power Generation,https://www.ntpc-limited.com,https://www.ntpc-limited.com/careers
544,Oil & Natural Gas (ONGC) Sub-544,oil-and-natural-gas-ongc-sub-544,ONGC.NS-544,NSE / BSE,"₹3,30,000 Crore",India,IN,"New Delhi, India",Energy,Oil & Gas Exploration,https://www.oil-and-natural-gas-ongc.com,https://www.oil-and-natural-gas-ongc.com/careers
545,Bajaj Finance Sub-545,bajaj-finance-sub-545,BAJFINANCE.NS-545,NSE / BSE,"₹4,30,000 Crore",India,IN,"Pune, India",Financial Services,NBFC & Consumer Finance,https://www.bajaj-finance.com,https://www.bajaj-finance.com/careers
546,Titan Company Sub-546,titan-company-sub-546,TITAN.NS-546,NSE / BSE,"₹3,15,000 Crore",India,IN,"Bengaluru, India",Retail,Jewelry & Watches,https://www.titan-company.com,https://www.titan-company.com/careers
547,Avenue Supermarts (DMart) Sub-547,avenue-supermarts-dmart-sub-547,DMART.NS-547,NSE / BSE,"₹2,90,000 Crore",India,IN,"Mumbai, India",Retail,Hypermarket Chain,https://www.avenue-supermarts-dmart.com,https://www.avenue-supermarts-dmart.com/careers
548,Swiggy Sub-548,swiggy-sub-548,SWIGGY.NS-548,NSE / BSE,"₹1,10,000 Crore",India,IN,"Bengaluru, India",Internet,Food Delivery & Quick Commerce,https://www.swiggy.com,https://www.swiggy.com/careers
549,Eternal / Zomato Sub-549,eternal---zomato-sub-549,ETERNAL.NS-549,NSE / BSE,"₹2,20,000 Crore",India,IN,"Gurugram, India",Internet,Food Delivery & Blinkit Quick Commerce,https://www.eternal---zomato.com,https://www.eternal---zomato.com/careers
550,Flipkart Sub-550,flipkart-sub-550,FLIPKART-550,Private,"₹3,10,000 Crore",India,IN,"Bengaluru, India",E-Commerce,Online Retail,https://www.flipkart.com,https://www.flipkart.com/careers
551,Razorpay Sub-551,razorpay-sub-551,RAZORPAY-551,Private Unicorn,"₹62,000 Crore",India,IN,"Bengaluru, India",Fintech,Payment Gateway,https://www.razorpay.com,https://www.razorpay.com/careers
552,PhonePe Sub-552,phonepe-sub-552,PHONEPE-552,Private Unicorn,"₹1,00,000 Crore",India,IN,"Bengaluru, India",Fintech,UPI Payments,https://www.phonepe.com,https://www.phonepe.com/careers
553,Meesho Sub-553,meesho-sub-553,MEESHO-553,Private Unicorn,"₹41,000 Crore",India,IN,"Bengaluru, India",E-Commerce,Social Commerce,https://www.meesho.com,https://www.meesho.com/careers
554,Zerodha Sub-554,zerodha-sub-554,ZERODHA-554,Private Unicorn,"₹30,000 Crore",India,IN,"Bengaluru, India",Fintech,Discount Broking,https://www.zerodha.com,https://www.zerodha.com/careers
555,CRED Sub-555,cred-sub-555,CRED-555,Private Unicorn,"₹53,000 Crore",India,IN,"Bengaluru, India",Fintech,Credit Card Rewards,https://www.cred.com,https://www.cred.com/careers
556,Apple Inc. Sub-556,apple-inc-sub-556,AAPL-556,NASDAQ,"₹2,85,00,000 Crore",United States,US,"Cupertino, CA",Information Technology,Global Multinationals,https://www.apple-inc.com,https://www.apple-inc.com/careers
557,Microsoft Corporation Sub-557,microsoft-corporation-sub-557,MSFT-557,NASDAQ,"₹2,60,00,000 Crore",United States,US,"Redmond, WA",Information Technology,Global Multinationals,https://www.microsoft-corporation.com,https://www.microsoft-corporation.com/careers
558,NVIDIA Corporation Sub-558,nvidia-corporation-sub-558,NVDA-558,NASDAQ,"₹2,55,00,000 Crore",United States,US,"Santa Clara, CA",Enterprise,Global Multinationals,https://www.nvidia-corporation.com,https://www.nvidia-corporation.com/careers
559,Alphabet / Google Sub-559,alphabet---google-sub-559,GOOGL-559,NASDAQ,"₹1,85,00,000 Crore",United States,US,"Mountain View, CA",Information Technology,Global Multinationals,https://www.alphabet---google.com,https://www.alphabet---google.com/careers
560,Amazon.com Sub-560,amazoncom-sub-560,AMZN-560,NASDAQ,"₹1,65,00,000 Crore",United States,US,"Seattle, WA",Enterprise,Global Multinationals,https://www.amazoncom.com,https://www.amazoncom.com/careers
561,Meta Platforms Sub-561,meta-platforms-sub-561,META-561,NASDAQ,"₹1,05,00,000 Crore",United States,US,"Menlo Park, CA",Enterprise,Global Multinationals,https://www.meta-platforms.com,https://www.meta-platforms.com/careers
562,Tesla Inc. Sub-562,tesla-inc-sub-562,TSLA-562,NASDAQ,"₹65,00,000 Crore",United States,US,"Austin, TX",Enterprise,Global Multinationals,https://www.tesla-inc.com,https://www.tesla-inc.com/careers
563,Berkshire Hathaway Sub-563,berkshire-hathaway-sub-563,BRK.A-563,NYSE,"₹75,00,000 Crore",United States,US,"Omaha, NE",Enterprise,Global Multinationals,https://www.berkshire-hathaway.com,https://www.berkshire-hathaway.com/careers
564,Eli Lilly Sub-564,eli-lilly-sub-564,LLY-564,NYSE,"₹68,00,000 Crore",United States,US,"Indianapolis, IN",Enterprise,Global Multinationals,https://www.eli-lilly.com,https://www.eli-lilly.com/careers
565,Broadcom Sub-565,broadcom-sub-565,AVGO-565,NASDAQ,"₹58,00,000 Crore",United States,US,"San Jose, CA",Enterprise,Global Multinationals,https://www.broadcom.com,https://www.broadcom.com/careers
566,JPMorgan Chase Sub-566,jpmorgan-chase-sub-566,JPM-566,NYSE,"₹52,00,000 Crore",United States,US,"New York, NY",Enterprise,Global Multinationals,https://www.jpmorgan-chase.com,https://www.jpmorgan-chase.com/careers
567,Walmart Sub-567,walmart-sub-567,WMT-567,NYSE,"₹48,00,000 Crore",United States,US,"Bentonville, AR",Enterprise,Global Multinationals,https://www.walmart.com,https://www.walmart.com/careers
568,Visa Sub-568,visa-sub-568,V-568,NYSE,"₹44,00,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.visa.com,https://www.visa.com/careers
569,ExxonMobil Sub-569,exxonmobil-sub-569,XOM-569,NYSE,"₹42,00,000 Crore",United States,US,"Spring, TX",Enterprise,Global Multinationals,https://www.exxonmobil.com,https://www.exxonmobil.com/careers
570,Mastercard Sub-570,mastercard-sub-570,MA-570,NYSE,"₹39,00,000 Crore",United States,US,"Purchase, NY",Enterprise,Global Multinationals,https://www.mastercard.com,https://www.mastercard.com/careers
571,Procter & Gamble Sub-571,procter-and-gamble-sub-571,PG-571,NYSE,"₹35,00,000 Crore",United States,US,"Cincinnati, OH",Enterprise,Global Multinationals,https://www.procter-and-gamble.com,https://www.procter-and-gamble.com/careers
572,Costco Sub-572,costco-sub-572,COST-572,NASDAQ,"₹33,00,000 Crore",United States,US,"Issaquah, WA",Enterprise,Global Multinationals,https://www.costco.com,https://www.costco.com/careers
573,Johnson & Johnson Sub-573,johnson-and-johnson-sub-573,JNJ-573,NYSE,"₹32,00,000 Crore",United States,US,"New Brunswick, NJ",Enterprise,Global Multinationals,https://www.johnson-and-johnson.com,https://www.johnson-and-johnson.com/careers
574,Home Depot Sub-574,home-depot-sub-574,HD-574,NYSE,"₹31,00,000 Crore",United States,US,"Atlanta, GA",Enterprise,Global Multinationals,https://www.home-depot.com,https://www.home-depot.com/careers
575,Oracle Corporation Sub-575,oracle-corporation-sub-575,ORCL-575,NYSE,"₹34,00,000 Crore",United States,US,"Austin, TX",Enterprise,Global Multinationals,https://www.oracle-corporation.com,https://www.oracle-corporation.com/careers
576,OpenAI Sub-576,openai-sub-576,OPENAI-576,Private Unicorn,"₹12,00,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.openai.com,https://www.openai.com/careers
577,SpaceX Sub-577,spacex-sub-577,SPACEX-577,Private Unicorn,"₹17,00,000 Crore",United States,US,"Hawthorne, CA",Enterprise,Global Multinationals,https://www.spacex.com,https://www.spacex.com/careers
578,Stripe Sub-578,stripe-sub-578,STRIPE-578,Private Unicorn,"₹5,50,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.stripe.com,https://www.stripe.com/careers
579,Databricks Sub-579,databricks-sub-579,DATABRICKS-579,Private Unicorn,"₹3,60,00,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.databricks.com,https://www.databricks.com/careers
580,Anthropic Sub-580,anthropic-sub-580,ANTHROPIC-580,Private Unicorn,"₹1,80,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.anthropic.com,https://www.anthropic.com/careers
581,Reliance Industries Sub-581,reliance-industries-sub-581,RELIANCE.NS-581,NSE / BSE,"₹20,50,000 Crore",India,IN,"Mumbai, India",Media & Technology,5G Cloud & Energy,https://www.reliance-industries.com,https://www.reliance-industries.com/careers
582,Tata Consultancy Services Sub-582,tata-consultancy-services-sub-582,TCS.NS-582,NSE / BSE,"₹14,20,000 Crore",India,IN,"Mumbai, India",Information Technology,IT Services & Consulting,https://www.tata-consultancy-services.com,https://www.tata-consultancy-services.com/careers
583,HDFC Bank Sub-583,hdfc-bank-sub-583,HDFCBANK.NS-583,NSE / BSE / NYSE,"₹12,80,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Commercial Banking,https://www.hdfc-bank.com,https://www.hdfc-bank.com/careers
584,Bharti Airtel Sub-584,bharti-airtel-sub-584,BHARTIARTL.NS-584,NSE / BSE,"₹9,80,000 Crore",India,IN,"New Delhi, India",Media & Technology,5G Telecommunications,https://www.bharti-airtel.com,https://www.bharti-airtel.com/careers
585,ICICI Bank Sub-585,icici-bank-sub-585,ICICIBANK.NS-585,NSE / BSE / NYSE,"₹8,40,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Private Banking,https://www.icici-bank.com,https://www.icici-bank.com/careers
586,State Bank of India Sub-586,state-bank-of-india-sub-586,SBIN.NS-586,NSE / BSE,"₹7,60,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Public Banking & YONO,https://www.state-bank-of-india.com,https://www.state-bank-of-india.com/careers
587,Infosys Sub-587,infosys-sub-587,INFY.NS-587,NSE / BSE / NYSE,"₹7,20,000 Crore",India,IN,"Bengaluru, India",Information Technology,Software & Cloud,https://www.infosys.com,https://www.infosys.com/careers
588,LIC of India Sub-588,lic-of-india-sub-588,LICI.NS-588,NSE / BSE,"₹5,60,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Life Insurance,https://www.lic-of-india.com,https://www.lic-of-india.com/careers
589,Larsen & Toubro Sub-589,larsen-and-toubro-sub-589,LT.NS-589,NSE / BSE,"₹4,80,000 Crore",India,IN,"Mumbai, India",Engineering,EPC Infrastructure,https://www.larsen-and-toubro.com,https://www.larsen-and-toubro.com/careers
590,Hindustan Unilever Sub-590,hindustan-unilever-sub-590,HINDUNILVR.NS-590,NSE / BSE,"₹5,90,000 Crore",India,IN,"Mumbai, India",FMCG,Consumer Goods,https://www.hindustan-unilever.com,https://www.hindustan-unilever.com/careers
591,ITC Limited Sub-591,itc-limited-sub-591,ITC.NS-591,NSE / BSE,"₹5,80,000 Crore",India,IN,"Kolkata, India",FMCG & Conglomerate,Consumer Products & Hotels,https://www.itc-limited.com,https://www.itc-limited.com/careers
592,Sun Pharmaceutical Sub-592,sun-pharmaceutical-sub-592,SUNPHARMA.NS-592,NSE / BSE,"₹4,10,000 Crore",India,IN,"Mumbai, India",Healthcare & Pharma,Pharma Research,https://www.sun-pharmaceutical.com,https://www.sun-pharmaceutical.com/careers
593,Adani Enterprises Sub-593,adani-enterprises-sub-593,ADANIENT.NS-593,NSE / BSE,"₹3,70,000 Crore",India,IN,"Ahmedabad, India",Conglomerate,Infrastructure & Energy,https://www.adani-enterprises.com,https://www.adani-enterprises.com/careers
594,Maruti Suzuki India Sub-594,maruti-suzuki-india-sub-594,MARUTI.NS-594,NSE / BSE,"₹3,80,000 Crore",India,IN,"New Delhi, India",Automotive,Passenger Vehicles,https://www.maruti-suzuki-india.com,https://www.maruti-suzuki-india.com/careers
595,Adani Ports & SEZ Sub-595,adani-ports-and-sez-sub-595,ADANIPORTS.NS-595,NSE / BSE,"₹3,20,000 Crore",India,IN,"Ahmedabad, India",Transportation,Port Infrastructure,https://www.adani-ports-and-sez.com,https://www.adani-ports-and-sez.com/careers
596,Kotak Mahindra Bank Sub-596,kotak-mahindra-bank-sub-596,KOTAKBANK.NS-596,NSE / BSE,"₹3,50,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Commercial Banking,https://www.kotak-mahindra-bank.com,https://www.kotak-mahindra-bank.com/careers
597,Axis Bank Sub-597,axis-bank-sub-597,AXISBANK.BO-597,NSE / BSE,"₹3,60,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Commercial Banking,https://www.axis-bank.com,https://www.axis-bank.com/careers
598,Mahindra & Mahindra Sub-598,mahindra-and-mahindra-sub-598,M&M.NS-598,NSE / BSE,"₹3,40,000 Crore",India,IN,"Mumbai, India",Automotive,SUVs & Tractors,https://www.mahindra-and-mahindra.com,https://www.mahindra-and-mahindra.com/careers
599,UltraTech Cement Sub-599,ultratech-cement-sub-599,ULTRACEMCO.NS-599,NSE / BSE,"₹3,10,000 Crore",India,IN,"Mumbai, India",Building Materials,Cement Manufacturing,https://www.ultratech-cement.com,https://www.ultratech-cement.com/careers
600,HCL Technologies Sub-600,hcl-technologies-sub-600,HCLTECH.NS-600,NSE / BSE,"₹4,20,000 Crore",India,IN,"Noida, India",Information Technology,IT Services,https://www.hcl-technologies.com,https://www.hcl-technologies.com/careers
601,NTPC Limited Sub-601,ntpc-limited-sub-601,NTPC.NS-601,NSE / BSE,"₹3,90,000 Crore",India,IN,"New Delhi, India",Utilities,Power Generation,https://www.ntpc-limited.com,https://www.ntpc-limited.com/careers
602,Oil & Natural Gas (ONGC) Sub-602,oil-and-natural-gas-ongc-sub-602,ONGC.NS-602,NSE / BSE,"₹3,30,000 Crore",India,IN,"New Delhi, India",Energy,Oil & Gas Exploration,https://www.oil-and-natural-gas-ongc.com,https://www.oil-and-natural-gas-ongc.com/careers
603,Bajaj Finance Sub-603,bajaj-finance-sub-603,BAJFINANCE.NS-603,NSE / BSE,"₹4,30,000 Crore",India,IN,"Pune, India",Financial Services,NBFC & Consumer Finance,https://www.bajaj-finance.com,https://www.bajaj-finance.com/careers
604,Titan Company Sub-604,titan-company-sub-604,TITAN.NS-604,NSE / BSE,"₹3,15,000 Crore",India,IN,"Bengaluru, India",Retail,Jewelry & Watches,https://www.titan-company.com,https://www.titan-company.com/careers
605,Avenue Supermarts (DMart) Sub-605,avenue-supermarts-dmart-sub-605,DMART.NS-605,NSE / BSE,"₹2,90,000 Crore",India,IN,"Mumbai, India",Retail,Hypermarket Chain,https://www.avenue-supermarts-dmart.com,https://www.avenue-supermarts-dmart.com/careers
606,Swiggy Sub-606,swiggy-sub-606,SWIGGY.NS-606,NSE / BSE,"₹1,10,000 Crore",India,IN,"Bengaluru, India",Internet,Food Delivery & Quick Commerce,https://www.swiggy.com,https://www.swiggy.com/careers
607,Eternal / Zomato Sub-607,eternal---zomato-sub-607,ETERNAL.NS-607,NSE / BSE,"₹2,20,000 Crore",India,IN,"Gurugram, India",Internet,Food Delivery & Blinkit Quick Commerce,https://www.eternal---zomato.com,https://www.eternal---zomato.com/careers
608,Flipkart Sub-608,flipkart-sub-608,FLIPKART-608,Private,"₹3,10,000 Crore",India,IN,"Bengaluru, India",E-Commerce,Online Retail,https://www.flipkart.com,https://www.flipkart.com/careers
609,Razorpay Sub-609,razorpay-sub-609,RAZORPAY-609,Private Unicorn,"₹62,000 Crore",India,IN,"Bengaluru, India",Fintech,Payment Gateway,https://www.razorpay.com,https://www.razorpay.com/careers
610,PhonePe Sub-610,phonepe-sub-610,PHONEPE-610,Private Unicorn,"₹1,00,000 Crore",India,IN,"Bengaluru, India",Fintech,UPI Payments,https://www.phonepe.com,https://www.phonepe.com/careers
611,Meesho Sub-611,meesho-sub-611,MEESHO-611,Private Unicorn,"₹41,000 Crore",India,IN,"Bengaluru, India",E-Commerce,Social Commerce,https://www.meesho.com,https://www.meesho.com/careers
612,Zerodha Sub-612,zerodha-sub-612,ZERODHA-612,Private Unicorn,"₹30,000 Crore",India,IN,"Bengaluru, India",Fintech,Discount Broking,https://www.zerodha.com,https://www.zerodha.com/careers
613,CRED Sub-613,cred-sub-613,CRED-613,Private Unicorn,"₹53,000 Crore",India,IN,"Bengaluru, India",Fintech,Credit Card Rewards,https://www.cred.com,https://www.cred.com/careers
614,Apple Inc. Sub-614,apple-inc-sub-614,AAPL-614,NASDAQ,"₹2,85,00,000 Crore",United States,US,"Cupertino, CA",Information Technology,Global Multinationals,https://www.apple-inc.com,https://www.apple-inc.com/careers
615,Microsoft Corporation Sub-615,microsoft-corporation-sub-615,MSFT-615,NASDAQ,"₹2,60,00,000 Crore",United States,US,"Redmond, WA",Information Technology,Global Multinationals,https://www.microsoft-corporation.com,https://www.microsoft-corporation.com/careers
616,NVIDIA Corporation Sub-616,nvidia-corporation-sub-616,NVDA-616,NASDAQ,"₹2,55,00,000 Crore",United States,US,"Santa Clara, CA",Enterprise,Global Multinationals,https://www.nvidia-corporation.com,https://www.nvidia-corporation.com/careers
617,Alphabet / Google Sub-617,alphabet---google-sub-617,GOOGL-617,NASDAQ,"₹1,85,00,000 Crore",United States,US,"Mountain View, CA",Information Technology,Global Multinationals,https://www.alphabet---google.com,https://www.alphabet---google.com/careers
618,Amazon.com Sub-618,amazoncom-sub-618,AMZN-618,NASDAQ,"₹1,65,00,000 Crore",United States,US,"Seattle, WA",Enterprise,Global Multinationals,https://www.amazoncom.com,https://www.amazoncom.com/careers
619,Meta Platforms Sub-619,meta-platforms-sub-619,META-619,NASDAQ,"₹1,05,00,000 Crore",United States,US,"Menlo Park, CA",Enterprise,Global Multinationals,https://www.meta-platforms.com,https://www.meta-platforms.com/careers
620,Tesla Inc. Sub-620,tesla-inc-sub-620,TSLA-620,NASDAQ,"₹65,00,000 Crore",United States,US,"Austin, TX",Enterprise,Global Multinationals,https://www.tesla-inc.com,https://www.tesla-inc.com/careers
621,Berkshire Hathaway Sub-621,berkshire-hathaway-sub-621,BRK.A-621,NYSE,"₹75,00,000 Crore",United States,US,"Omaha, NE",Enterprise,Global Multinationals,https://www.berkshire-hathaway.com,https://www.berkshire-hathaway.com/careers
622,Eli Lilly Sub-622,eli-lilly-sub-622,LLY-622,NYSE,"₹68,00,000 Crore",United States,US,"Indianapolis, IN",Enterprise,Global Multinationals,https://www.eli-lilly.com,https://www.eli-lilly.com/careers
623,Broadcom Sub-623,broadcom-sub-623,AVGO-623,NASDAQ,"₹58,00,000 Crore",United States,US,"San Jose, CA",Enterprise,Global Multinationals,https://www.broadcom.com,https://www.broadcom.com/careers
624,JPMorgan Chase Sub-624,jpmorgan-chase-sub-624,JPM-624,NYSE,"₹52,00,000 Crore",United States,US,"New York, NY",Enterprise,Global Multinationals,https://www.jpmorgan-chase.com,https://www.jpmorgan-chase.com/careers
625,Walmart Sub-625,walmart-sub-625,WMT-625,NYSE,"₹48,00,000 Crore",United States,US,"Bentonville, AR",Enterprise,Global Multinationals,https://www.walmart.com,https://www.walmart.com/careers
626,Visa Sub-626,visa-sub-626,V-626,NYSE,"₹44,00,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.visa.com,https://www.visa.com/careers
627,ExxonMobil Sub-627,exxonmobil-sub-627,XOM-627,NYSE,"₹42,00,000 Crore",United States,US,"Spring, TX",Enterprise,Global Multinationals,https://www.exxonmobil.com,https://www.exxonmobil.com/careers
628,Mastercard Sub-628,mastercard-sub-628,MA-628,NYSE,"₹39,00,000 Crore",United States,US,"Purchase, NY",Enterprise,Global Multinationals,https://www.mastercard.com,https://www.mastercard.com/careers
629,Procter & Gamble Sub-629,procter-and-gamble-sub-629,PG-629,NYSE,"₹35,00,000 Crore",United States,US,"Cincinnati, OH",Enterprise,Global Multinationals,https://www.procter-and-gamble.com,https://www.procter-and-gamble.com/careers
630,Costco Sub-630,costco-sub-630,COST-630,NASDAQ,"₹33,00,000 Crore",United States,US,"Issaquah, WA",Enterprise,Global Multinationals,https://www.costco.com,https://www.costco.com/careers
631,Johnson & Johnson Sub-631,johnson-and-johnson-sub-631,JNJ-631,NYSE,"₹32,00,000 Crore",United States,US,"New Brunswick, NJ",Enterprise,Global Multinationals,https://www.johnson-and-johnson.com,https://www.johnson-and-johnson.com/careers
632,Home Depot Sub-632,home-depot-sub-632,HD-632,NYSE,"₹31,00,000 Crore",United States,US,"Atlanta, GA",Enterprise,Global Multinationals,https://www.home-depot.com,https://www.home-depot.com/careers
